"filename", "language", "C++", "Properties", "Markdown", "YAML", "Shell Script", "JSON with Comments", "XML", "CUDA C++", "Python", "Java", "jsonc", "comment", "blank", "total"
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/.devcontainer/devcontainer.json", "JSON with Comments", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 34, 13, 73
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/.github/ISSUE_TEMPLATE/bug_report.md", "Markdown", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 29
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/.github/ISSUE_TEMPLATE/feature_request.md", "Markdown", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 24
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/.github/ISSUE_TEMPLATE/questions_support.md", "Markdown", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/.github/PULL_REQUEST_TEMPLATE.md", "Markdown", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 14
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/.github/codecov.yml", "YAML", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 5, 28
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/.github/workflows/build-doc.yml", "YAML", 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 3, 42
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/.github/workflows/c-cpp.yml", "YAML", 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 1, 5, 72
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/.github/workflows/cuda.yml", "YAML", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 3, 25
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/CONTRIBUTING.md", "Markdown", 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 100
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/CPPLINT.cfg", "Properties", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 9
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/GraphalyticsReport.md", "Markdown", 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 97
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/Performance.md", "Markdown", 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 102
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/README.md", "Markdown", 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 163
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/dataset/README.md", "Markdown", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 21
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/examples/analytical_apps/README.md", "Markdown", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 21
